FinancialYear,Month,ReportDate,Metric_name,SiteDesc,Business_Unit,Indicator_Code,Performance,Remarks
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Group Clinical Services,HQU16,0,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Missing,HQU16,0,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Royal Free Hospital,HQU16,1,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (All),EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,HQU16,0,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (All),EDGWARE COMMUNITY HOSPITAL,Missing,HQU16,0,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (All),EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,HQU16,0,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (All),Others,Barnet Hospital,HQU16,0,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (All),Others,Group Clinical Services,HQU16,0,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (All),Others,Royal Free Hospital,HQU16,0,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,413,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Group Clinical Services,HQU16,0,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Missing,HQU16,0,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,289,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (Following Elective),BARNET HOSPITAL,Barnet Hospital,HQU16,67,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (Following Elective),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,3,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (Following Elective),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,67,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (Following Elective),BARNET HOSPITAL,Barnet Hospital,HQU16,76,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (Following Elective),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,4,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (Following Elective),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,58,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (Following Elective),BARNET HOSPITAL,Barnet Hospital,HQU16,72,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (Following Elective),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,1,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (Following Elective),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,73,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (Following Elective),BARNET HOSPITAL,Barnet Hospital,HQU16,82,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (Following Elective),BARNET HOSPITAL,Royal Free Hospital,HQU16,2,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (Following Elective),Others,Barnet Hospital,HQU16,1,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (Following Elective),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,5,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (Following Elective),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,58,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (Following Elective),BARNET HOSPITAL,Barnet Hospital,HQU16,54,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (Following Elective),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,5,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (Following Elective),ROYAL FREE HOSPITAL,Group Clinical Services,HQU16,1,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (Following Elective),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,73,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (Following Elective),BARNET HOSPITAL,Barnet Hospital,HQU16,61,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (Following Elective),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,7,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (Following Elective),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,43,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (Following Emergency),BARNET HOSPITAL,Barnet Hospital,HQU16,299,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (Following Emergency),BARNET HOSPITAL,Royal Free Hospital,HQU16,2,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (Following Emergency),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,186,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (Following Emergency),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,272,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (Following Emergency),BARNET HOSPITAL,Barnet Hospital,HQU16,276,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (Following Emergency),BARNET HOSPITAL,Royal Free Hospital,HQU16,1,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (Following Emergency),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,270,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (Following Emergency),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,252,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (Following Emergency),BARNET HOSPITAL,Barnet Hospital,HQU16,373,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (Following Emergency),EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,HQU16,1,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (Following Emergency),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,274,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (Following Emergency),ROYAL FREE HOSPITAL,Group Clinical Services,HQU16,2,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (Following Emergency),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,286,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (Following Emergency),BARNET HOSPITAL,Barnet Hospital,HQU16,290,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (Following Emergency),BARNET HOSPITAL,Royal Free Hospital,HQU16,1,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (Following Emergency),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,206,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (Following Emergency),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,272,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (Following Emergency),BARNET HOSPITAL,Barnet Hospital,HQU16,289,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (Following Emergency),BARNET HOSPITAL,Royal Free Hospital,HQU16,2,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (Following Emergency),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,206,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (Following Emergency),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,268,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (Following Emergency),BARNET HOSPITAL,Barnet Hospital,HQU16,282,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (Following Emergency),BARNET HOSPITAL,Royal Free Hospital,HQU16,1,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (Following Emergency),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,321,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (Following Emergency),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,243,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (Following Non-Elective),BARNET HOSPITAL,Barnet Hospital,HQU16,8,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (Following Non-Elective),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,87,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (Following Non-Elective),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,6,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (Following Non-Elective),BARNET HOSPITAL,Barnet Hospital,HQU16,9,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (Following Non-Elective),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,96,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (Following Non-Elective),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,4,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (Following Non-Elective),BARNET HOSPITAL,Barnet Hospital,HQU16,5,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (Following Non-Elective),EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,HQU16,1,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (Following Non-Elective),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,85,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (Following Non-Elective),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,3,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (Following Non-Elective),BARNET HOSPITAL,Barnet Hospital,HQU16,4,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (Following Non-Elective),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,84,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (Following Non-Elective),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,8,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (Following Non-Elective),BARNET HOSPITAL,Barnet Hospital,HQU16,5,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (Following Non-Elective),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,99,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (Following Non-Elective),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,1,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (Following Non-Elective),BARNET HOSPITAL,Barnet Hospital,HQU16,7,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (Following Non-Elective),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,85,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (Following Non-Elective),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,3,
2019/2020,Apr,01/04/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,Apr,01/04/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Central,HQU16,NA,
2019/2020,Apr,01/04/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Group Clinical Services,HQU16,NA,
2019/2020,Apr,01/04/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,Apr,01/04/2019,Emergency readmissions within 30 days,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,Apr,01/04/2019,Emergency readmissions within 30 days,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,Apr,01/04/2019,Emergency readmissions within 30 days,Others,Barnet Hospital,HQU16,NA,
2019/2020,Apr,01/04/2019,Emergency readmissions within 30 days,Others,Royal Free Hospital,HQU16,NA,
2019/2020,Apr,01/04/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,Apr,01/04/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Group Clinical Services,HQU16,NA,
2019/2020,Apr,01/04/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Missing,HQU16,NA,
2019/2020,Apr,01/04/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,Aug,01/08/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,Aug,01/08/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Group Clinical Services,HQU16,NA,
2019/2020,Aug,01/08/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Missing,HQU16,NA,
2019/2020,Aug,01/08/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,Aug,01/08/2019,Emergency readmissions within 30 days,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,Aug,01/08/2019,Emergency readmissions within 30 days,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,Aug,01/08/2019,Emergency readmissions within 30 days,Others,Barnet Hospital,HQU16,NA,
2019/2020,Aug,01/08/2019,Emergency readmissions within 30 days,Others,Group Clinical Services,HQU16,NA,
2019/2020,Aug,01/08/2019,Emergency readmissions within 30 days,Others,Royal Free Hospital,HQU16,NA,
2019/2020,Aug,01/08/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,Aug,01/08/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Group Clinical Services,HQU16,NA,
2019/2020,Aug,01/08/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Missing,HQU16,NA,
2019/2020,Aug,01/08/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,Jul,01/07/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,Jul,01/07/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Group Clinical Services,HQU16,NA,
2019/2020,Jul,01/07/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,Jul,01/07/2019,Emergency readmissions within 30 days,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,Jul,01/07/2019,Emergency readmissions within 30 days,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,Jul,01/07/2019,Emergency readmissions within 30 days,Others,Barnet Hospital,HQU16,NA,
2019/2020,Jul,01/07/2019,Emergency readmissions within 30 days,Others,Group Clinical Services,HQU16,NA,
2019/2020,Jul,01/07/2019,Emergency readmissions within 30 days,Others,Royal Free Hospital,HQU16,NA,
2019/2020,Jul,01/07/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,Jul,01/07/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Group Clinical Services,HQU16,NA,
2019/2020,Jul,01/07/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Missing,HQU16,NA,
2019/2020,Jul,01/07/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,Jun,01/06/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,Jun,01/06/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Group Clinical Services,HQU16,NA,
2019/2020,Jun,01/06/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Missing,HQU16,NA,
2019/2020,Jun,01/06/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,Jun,01/06/2019,Emergency readmissions within 30 days,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,Jun,01/06/2019,Emergency readmissions within 30 days,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,Jun,01/06/2019,Emergency readmissions within 30 days,Others,Barnet Hospital,HQU16,NA,
2019/2020,Jun,01/06/2019,Emergency readmissions within 30 days,Others,Group Clinical Services,HQU16,NA,
2019/2020,Jun,01/06/2019,Emergency readmissions within 30 days,Others,Royal Free Hospital,HQU16,NA,
2019/2020,Jun,01/06/2019,Emergency readmissions within 30 days,Others,NA,HQU16,NA,
2019/2020,Jun,01/06/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,Jun,01/06/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Group Clinical Services,HQU16,NA,
2019/2020,Jun,01/06/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Missing,HQU16,NA,
2019/2020,Jun,01/06/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,May,01/05/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,May,01/05/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,May,01/05/2019,Emergency readmissions within 30 days,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,May,01/05/2019,Emergency readmissions within 30 days,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,May,01/05/2019,Emergency readmissions within 30 days,Others,Barnet Hospital,HQU16,NA,
2019/2020,May,01/05/2019,Emergency readmissions within 30 days,Others,Chase Farm Hospital,HQU16,NA,
2019/2020,May,01/05/2019,Emergency readmissions within 30 days,Others,Group Clinical Services,HQU16,NA,
2019/2020,May,01/05/2019,Emergency readmissions within 30 days,Others,Missing,HQU16,NA,
2019/2020,May,01/05/2019,Emergency readmissions within 30 days,Others,Royal Free Hospital,HQU16,NA,
2019/2020,May,01/05/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,May,01/05/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Group Clinical Services,HQU16,NA,
2019/2020,May,01/05/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Missing,HQU16,NA,
2019/2020,May,01/05/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,Sep,01/09/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,Sep,01/09/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Group Clinical Services,HQU16,NA,
2019/2020,Sep,01/09/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Missing,HQU16,NA,
2019/2020,Sep,01/09/2019,Emergency readmissions within 30 days,BARNET HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,Sep,01/09/2019,Emergency readmissions within 30 days,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,Sep,01/09/2019,Emergency readmissions within 30 days,EDGWARE COMMUNITY HOSPITAL,Missing,HQU16,NA,
2019/2020,Sep,01/09/2019,Emergency readmissions within 30 days,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,Sep,01/09/2019,Emergency readmissions within 30 days,Others,Barnet Hospital,HQU16,NA,
2019/2020,Sep,01/09/2019,Emergency readmissions within 30 days,Others,Group Clinical Services,HQU16,NA,
2019/2020,Sep,01/09/2019,Emergency readmissions within 30 days,Others,Royal Free Hospital,HQU16,NA,
2019/2020,Sep,01/09/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,NA,
2019/2020,Sep,01/09/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Group Clinical Services,HQU16,NA,
2019/2020,Sep,01/09/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Missing,HQU16,NA,
2019/2020,Sep,01/09/2019,Emergency readmissions within 30 days,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,NA,
2019/2020,Apr,01/04/2019,6-week Waiting Times For Diagnostic Tests (Monthly),BARNET HOSPITAL,NA,LT007a,0.966122251,
2019/2020,Apr,01/04/2019,6-week Waiting Times For Diagnostic Tests (Monthly),ROYAL FREE HOSPITAL,NA,LT007a,0.955341076,
2019/2020,Aug,01/08/2019,6-week Waiting Times For Diagnostic Tests (Monthly),BARNET HOSPITAL,NA,LT007a,0.872531564,
2019/2020,Aug,01/08/2019,6-week Waiting Times For Diagnostic Tests (Monthly),ROYAL FREE HOSPITAL,NA,LT007a,0.954841787,
2019/2020,Jul,01/07/2019,6-week Waiting Times For Diagnostic Tests (Monthly),BARNET HOSPITAL,NA,LT007a,0.922143503,
2019/2020,Jul,01/07/2019,6-week Waiting Times For Diagnostic Tests (Monthly),ROYAL FREE HOSPITAL,NA,LT007a,0.953415708,
2019/2020,Jun,01/06/2019,6-week Waiting Times For Diagnostic Tests (Monthly),BARNET HOSPITAL,NA,LT007a,0.91338232,
2019/2020,Jun,01/06/2019,6-week Waiting Times For Diagnostic Tests (Monthly),ROYAL FREE HOSPITAL,NA,LT007a,0.947598962,
2019/2020,May,01/05/2019,6-week Waiting Times For Diagnostic Tests (Monthly),BARNET HOSPITAL,NA,LT007a,0.91762269,
2019/2020,May,01/05/2019,6-week Waiting Times For Diagnostic Tests (Monthly),ROYAL FREE HOSPITAL,NA,LT007a,0.954583126,
2019/2020,Sep,01/09/2019,6-week Waiting Times For Diagnostic Tests (Monthly),BARNET HOSPITAL,NA,LT007a,0.865032653,
2019/2020,Sep,01/09/2019,6-week Waiting Times For Diagnostic Tests (Monthly),ROYAL FREE HOSPITAL,NA,LT007a,0.943692643,
2019/2020,Apr,01/04/2019,All New Referrals Received,BARNET HOSPITAL,Barnet Hospital,LT010c,8245,
2019/2020,Apr,01/04/2019,All New Referrals Received,BARNET HOSPITAL,Group Clinical Services,LT010c,13,
2019/2020,Apr,01/04/2019,All New Referrals Received,BARNET HOSPITAL,Royal Free Hospital,LT010c,2828,
2019/2020,Apr,01/04/2019,All New Referrals Received,BARNET HOSPITAL,NA,LT010c,52,
2019/2020,Apr,01/04/2019,All New Referrals Received,CHASE FARM HOSPITAL,Barnet Hospital,LT010c,62,
2019/2020,Apr,01/04/2019,All New Referrals Received,CHASE FARM HOSPITAL,Royal Free Hospital,LT010c,16,
2019/2020,Apr,01/04/2019,All New Referrals Received,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,LT010c,1044,
2019/2020,Apr,01/04/2019,All New Referrals Received,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,LT010c,436,
2019/2020,Apr,01/04/2019,All New Referrals Received,EDGWARE COMMUNITY HOSPITAL,NA,LT010c,125,
2019/2020,Apr,01/04/2019,All New Referrals Received,Others,Barnet Hospital,LT010c,4485,
2019/2020,Apr,01/04/2019,All New Referrals Received,Others,Chase Farm Hospital,LT010c,14,
2019/2020,Apr,01/04/2019,All New Referrals Received,Others,Royal Free Hospital,LT010c,3046,
2019/2020,Apr,01/04/2019,All New Referrals Received,Others,NA,LT010c,142,
2019/2020,Apr,01/04/2019,All New Referrals Received,ROYAL FREE HOSPITAL,Barnet Hospital,LT010c,4252,
2019/2020,Apr,01/04/2019,All New Referrals Received,ROYAL FREE HOSPITAL,Group Clinical Services,LT010c,13,
2019/2020,Apr,01/04/2019,All New Referrals Received,ROYAL FREE HOSPITAL,Royal Free Hospital,LT010c,11608,
2019/2020,Apr,01/04/2019,All New Referrals Received,ROYAL FREE HOSPITAL,NA,LT010c,1366,
2019/2020,Aug,01/08/2019,All New Referrals Received,BARNET HOSPITAL,Barnet Hospital,LT010c,7019,
